id,name,performer,price,time_start,time_end,venue,address,city,postcode,latitude,longitude,tags
134312,Roddy Martine: Scenes From A Life,,Free,"Mar 21, 2011 8:00 AM","Mar 21, 2011 9:00 PM",Henderson's Restaurant and Arts Venue,94 Hanover Street,Edinburgh,EH2 1DR,55.954521,-3.198273,Art
131247,Christine Borland: Cast From Nature,,Free,"Mar 21, 2011 9:00 AM","Mar 21, 2011 5:00 PM",Glasgow Sculpture Studio,145 Kelvinhaugh Street,Glasgow,G3 8PX,55.854946,-4.249767,"Art, sculpture, John Godsir"
136706,Rebel(le),,Free,"Mar 21, 2011 9:30 AM","Mar 21, 2011 6:30 PM",Institut Francais d'Ecosse, 13 Randolph Crescent,Edinburgh,EH3 7TT,,,Art
139371,Paul Noble: Tent,,Free,"Mar 21, 2011 9:30 AM","Mar 21, 2011 5:00 PM",Cooper Gallery,Crawford Building DJCAD 13 Perth Road,Dundee,DD1 4HT,56.457184,-2.982883,"Art, Nobson Newton"
131071,Hertie Querty,,Free,"Mar 21, 2011 10:00 AM","Mar 21, 2011 5:00 PM",Gallery of Modern Art,Royal Exchange Square,Glasgow,G1 3AH,55.859848,-4.252527,"Art, contemporary art, Photography, video, Installation"
135623,French Drawings,,Free,"Mar 21, 2011 10:00 AM","Mar 21, 2011 5:00 PM",National Gallery of Scotland,The Mound,Edinburgh,EH2 2EL,55.95187,-3.196429,Art
135702,Artist Rooms: August Sander,,Free,"Mar 21, 2011 10:00 AM","Mar 21, 2011 5:00 PM",Dean Gallery,73 Belford Road,Edinburgh,EH4 3DS,55.95187,-3.224196,"Art, 20th Century images, Photography, German"
135905,Tony Swain,,Free,"Mar 21, 2011 10:00 AM","Mar 21, 2011 5:00 PM",The Modern Institute,14-20 Osborne Street,Glasgow,G1 5QN,55.855991,-4.24526,Art
136918,Craig Murray-Orr,,Free,"Mar 21, 2011 10:00 AM","Mar 21, 2011 6:00 PM",Ingleby Gallery,15 Calton Road,Edinburgh,EH8 8DL,55.953159,-3.18647,"Art, painting, Landscape, sculpture"
137368,China Through The Lens,,Free,"Mar 21, 2011 10:00 AM","Mar 21, 2011 5:00 PM",Burrell Collection,2060 Pollokshaws Road,Glasgow,G43 1AT,55.823643,-4.304206,Art
138391,Jeff Koons,,Free,"Mar 21, 2011 10:00 AM","Mar 21, 2011 5:00 PM",Scottish National Gallery of Modern Art,75 Belford Road,Edinburgh,EH4 3DR,55.951084,-3.225292,"Art, pop art, Culture"
138549,Blueprint for a Bogey,,Free,"Mar 21, 2011 10:00 AM","Mar 21, 2011 5:00 PM",Gallery of Modern Art,Royal Exchange Square,Glasgow,G1 3AH,55.859848,-4.252527,Art
139403,Scratching the Surface,,Free,"Mar 21, 2011 10:00 AM","Mar 21, 2011 6:00 PM",St Margaret's House Art's Complex,151 London Road,Edinburgh,EH8 7TG,55.9557,-3.1524,"Art, Drawings, prints"
139431,RSA: New Contemporaries 2011,,£2 (£1),"Mar 21, 2011 10:00 AM","Mar 21, 2011 5:00 PM",Royal Scottish Academy (RSA),The Mound,Edinburgh,EH2 2EL,55.95187,-3.196429,"Art, architecture, graduates, degree shows, New Contemporaries"
139892,"Textile, Silver, Wood",,Free,"Mar 21, 2011 10:00 AM","Mar 21, 2011 4:00 PM",Danish Cultural Institute,3 Doune Terrace,Edinburgh,EH3 6DY,55.956123,-3.208221,"Art, textile, silver, wood"
131297,Dead Calm: Jean-Marc Bustamante,,Free,"Mar 21, 2011 11:00 AM","Mar 21, 2011 6:00 PM",Fruitmarket Gallery,45 Market Street,Edinburgh,EH1 1DF,55.951305,-3.190002,"Art, sculpture, painting, architecture, Installation"
140892,Material Rites,,Free,"Mar 21, 2011 12:00 PM","Mar 21, 2011 8:00 PM",Inspace,Crichton Street,Edinburgh,EH8 9AB,55.94418,-3.18095,"Art, mixed media, Found, diverse"
141027,Scape Place,,Free,"Mar 21, 2011 12:00 PM","Mar 21, 2011 5:00 PM",Patriothall Gallery,48 Hamilton Place,Edinburgh,EH3 5AY,55.958626,-3.206774,Art
138806,The Script,,£tbc,"Mar 21, 2011 6:30 PM","Mar 21, 2011 10:00 PM",SECC,Finnieston Quay,Glasgow,G3 8YW,55.860909,-4.288178,Music
139344,The Pineapple Thief,Second Skin,£10,"Mar 21, 2011 7:00 PM","Mar 21, 2011 10:00 PM",Classic Grand,18 Jamaica Street,Glasgow,G1 4QD,55.857922,-4.25778,"Music, indie, rock"
139951,The Charlatans,,£12.50,"Mar 21, 2011 7:00 PM","Mar 21, 2011 11:00 PM",Oran Mor,731-735 Great Western Road,Glasgow,G12 8QX,55.877419,-4.289182,Music
140088,Kit,Divorce,£5,"Mar 21, 2011 7:00 PM","Mar 21, 2011 10:30 PM",Stereo,20-28 Renfield Lane,Glasgow,G2 6PH,55.860909,-4.258342,Music
139071,Albert Herring,,£18.50 (£14.50),"Mar 21, 2011 7:15 PM","Mar 21, 2011 9:15 PM",RSAMD,100 Renfrew Street,Glasgow,G2 3DB,55.866188,-4.257689,Theatre
139079,Beachy Head,,£10 (£6),"Mar 21, 2011 7:30 PM","Mar 21, 2011 9:00 PM",Paisley Arts Centre,New Street,Glasgow,PA1 1EZ,55.844601,-4.42455,"Edinburgh Festival 2009, fringe, Theatre"
140116,Acoustic Night,,Free,"Mar 21, 2011 7:30 PM","Mar 21, 2011 11:00 PM",Nice 'n' Sleazy,421 Sauchiehall Street,Glasgow,G2 3LG,55.865974,-4.269345,"Events, open mic, Acoustic"
140376,Stand Up For Palestine,MGICF,£25 (£20),"Mar 21, 2011 7:30 PM","Mar 21, 2011 9:30 PM",The King's Theatre,297 Bath Street,Glasgow,G2 4JN,55.86515,-4.268766,"Comedy, MGICF, Magners Glasgow International Comedy Festival"
140470,Keith Farnan: No Blacks. No Jews. No Dogs. No Irish. All Welcome.,MGICF,£8 (£7),"Mar 21, 2011 7:30 PM","Mar 21, 2011 9:30 PM",The Stand,333 Woodlands Road,Glasgow,G3 6NG,55.872601,-4.279067,"Edinburgh Festival 2009, fringe, Comedy"
140743,Best of Scotland,MGICF,£4,"Mar 21, 2011 7:30 PM","Mar 21, 2011 9:30 PM",Grosvenor Cafe,,Glasgow,,54.314072,-2.23001,"Comedy, MGICF, Magners Glasgow International Comedy Festival"
139725,Brel Sessions,,Free,"Mar 21, 2011 8:00 PM","Mar 21, 2011 11:00 PM",Brel,39-43 Ashton Lane,Glasgow,G12 8SG,55.88234,-4.300632,Music
139824,Michael Simons,,£2,"Mar 21, 2011 8:00 PM","Mar 21, 2011 10:00 PM",Tchai-Ovna,42 Otago Lane,Glasgow,G12 8PB,55.872784,-4.282099,Music
140275,Arbouretum,,£7,"Mar 21, 2011 8:00 PM","Mar 21, 2011 11:00 PM",Captain's Rest,185 Great Western Road,Glasgow,G4 9EB,55.872478,-4.27228,Music
139790,Red Raw,,£2,"Mar 21, 2011 8:30 PM","Mar 21, 2011 10:30 PM",The Stand,5 York Place,Edinburgh,EH1 3EB,55.955853,-3.191603,"new talent, Comedy"
140729,The Unusual Suspects,MGICF,£5,"Mar 21, 2011 8:30 PM","Mar 21, 2011 10:30 PM",Halt Bar,160 Woodlands Road,Glasgow,G3 6LF,55.869804,-4.274728,"Comedy, MGICF, Magners Glasgow International Comedy Festival"
142851,Out With The Old,,£3 (£2),"Mar 21, 2011 8:30 PM","Mar 21, 2011 10:30 PM",City CafÈ,19 Blair Street,Edinburgh,EH1 1QR,55.949142,-3.187778,Comedy
138966,Blochestra,,Free,"Mar 21, 2011 9:00 PM","Mar 22, 2011 1:00 AM",Bloc+,117 Bath Street,Glasgow,G2 2SZ,55.864017,-4.260037,"open mic, Acoustic"
140291,"Jaya The Cat, Broken Nose",,£tbc,"Mar 21, 2011 9:00 PM","Mar 21, 2011 11:30 PM",13th Note,50-60 King Street,Glasgow,G1 5QT,55.856236,-4.247125,Music
138844,Pub Quiz,,Free,"Mar 21, 2011 9:30 PM","Mar 22, 2011 12:00 PM",Butterfly & Pig,153 Bath St,Glasgow,G2 4SQ,,,"Events, quiz, Cash Prize, free entry"
140471,Scott Agnew: Tales,MGICF,£8 (£7),"Mar 21, 2011 9:30 PM","Mar 21, 2011 11:30 PM",The Stand,333 Woodlands Road,Glasgow,G3 6NG,55.872601,-4.279067,"Comedy, MGICF, Magners Glasgow International Comedy Festival"
138735,Mixed Up,,Free,"Mar 21, 2011 10:00 PM","Mar 22, 2011 3:00 AM",The Hive,15-17 Niddry Street,Edinburgh,EH1 1LG,55.949123,-3.1868,"Clubs, free entry, Student, chart, Hip-hop"
140241,Glamour & The Baybes,,£2 (£1),"Mar 21, 2011 10:30 PM","Mar 22, 2011 3:00 AM",The Jazz Bar,1 Chambers Street,Edinburgh,EH1 1HR,55.94838,-3.186905,Music
138813,Burn,,£5 (£3),"Mar 21, 2011 11:00 PM","Mar 22, 2011 3:00 AM",Buff Club,142 Bath Lane,Glasgow,G2 4RH,55.864002,-4.261795,Clubs
139175,Alibi Mondays,,£5 (£3),"Mar 21, 2011 11:00 PM","Mar 22, 2011 3:00 AM",The Garage,490 Sauchiehall Street,Glasgow,G2 3LW,55.866367,-4.269032,Clubs
139176,Inked,,£5 (£3),"Mar 21, 2011 11:00 PM","Mar 22, 2011 3:00 AM",The Garage,490 Sauchiehall Street,Glasgow,G2 3LW,55.866367,-4.269032,Clubs
139852,New Fire,,Free,"Mar 21, 2011 11:00 PM","Mar 22, 2011 3:00 AM",Sneaky Pete's,73 Cowgate,Edinburgh,EH1 1JW,55.947979,-3.1925,Clubs
139981,Trade Union,,Free (£2 after 12),"Mar 21, 2011 11:00 PM","Mar 22, 2011 3:00 AM",Cabaret Voltaire,36-38 Blair Street,Edinburgh,EH1 1QR,55.949142,-3.187778,Clubs
134313,Roddy Martine: Scenes From A Life,,Free,"Mar 22, 2011 8:00 AM","Mar 22, 2011 9:00 PM",Henderson's Restaurant and Arts Venue,94 Hanover Street,Edinburgh,EH2 1DR,55.954521,-3.198273,Art
131248,Christine Borland: Cast From Nature,,Free,"Mar 22, 2011 9:00 AM","Mar 22, 2011 5:00 PM",Glasgow Sculpture Studio,145 Kelvinhaugh Street,Glasgow,G3 8PX,55.854946,-4.249767,"Art, sculpture, John Godsir"
136707,Rebel(le),,Free,"Mar 22, 2011 9:30 AM","Mar 22, 2011 6:30 PM",Institut Francais d'Ecosse, 13 Randolph Crescent,Edinburgh,EH3 7TT,,,Art
139372,Paul Noble: Tent,,Free,"Mar 22, 2011 9:30 AM","Mar 22, 2011 5:00 PM",Cooper Gallery,Crawford Building DJCAD 13 Perth Road,Dundee,DD1 4HT,56.457184,-2.982883,"Art, Nobson Newton"
131553,"Rosemarie Trockel: Drawings, Collages and Book Drafts",,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",Talbot Rice Gallery,University of Edinburgh South Bridge,Edinburgh,EH8 9YL,55.947735,-3.187366,Art
131072,Hertie Querty,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",Gallery of Modern Art,Royal Exchange Square,Glasgow,G1 3AH,55.859848,-4.252527,"Art, contemporary art, Photography, video, Installation"
135624,French Drawings,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",National Gallery of Scotland,The Mound,Edinburgh,EH2 2EL,55.95187,-3.196429,Art
135703,Artist Rooms: August Sander,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",Dean Gallery,73 Belford Road,Edinburgh,EH4 3DS,55.95187,-3.224196,"Art, 20th Century images, Photography, German"
135906,Tony Swain,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",The Modern Institute,14-20 Osborne Street,Glasgow,G1 5QN,55.855991,-4.24526,Art
136633,"Claude Cahun, Sue Tompkins",,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:30 PM",Inverleith House,Inverleith Row,Edinburgh,EH3 5LR,55.96508,-3.21015,"Art, Photography"
136919,Craig Murray-Orr,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 6:00 PM",Ingleby Gallery,15 Calton Road,Edinburgh,EH8 8DL,55.953159,-3.18647,"Art, painting, Landscape, sculpture"
137369,China Through The Lens,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",Burrell Collection,2060 Pollokshaws Road,Glasgow,G43 1AT,55.823643,-4.304206,Art
137512,In Case It Rains In Heaven: Kurt Tong,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",Street Level Photoworks,48 King Street,Glasgow,G1 5QP,55.856804,-4.246934,Art
138392,Jeff Koons,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",Scottish National Gallery of Modern Art,75 Belford Road,Edinburgh,EH4 3DR,55.951084,-3.225292,"Art, pop art, Culture"
138550,Blueprint for a Bogey,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",Gallery of Modern Art,Royal Exchange Square,Glasgow,G1 3AH,55.859848,-4.252527,Art
139404,Scratching the Surface,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 6:00 PM",St Margaret's House Art's Complex,151 London Road,Edinburgh,EH8 7TG,55.9557,-3.1524,"Art, Drawings, prints"
139432,RSA: New Contemporaries 2011,,£2 (£1),"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",Royal Scottish Academy (RSA),The Mound,Edinburgh,EH2 2EL,55.95187,-3.196429,"Art, architecture, graduates, degree shows, New Contemporaries"
139650,Alina Kisina: City Of Home,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",Street Level Photoworks,48 King Street,Glasgow,G1 5QP,55.856804,-4.246934,"Art, Photography, Kiev, Ukraine, hometown"
139893,"Textile, Silver, Wood",,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 4:00 PM",Danish Cultural Institute,3 Doune Terrace,Edinburgh,EH3 6DY,55.956123,-3.208221,"Art, textile, silver, wood"
141077,Smith/Stuart,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 6:00 PM",The Changing Room,Tolbooth,Stirling,FK8 1DE,56.1470671,-4.4174296,"Art, video, Installation"
142078,Let The Games Begin,,Free,"Mar 22, 2011 10:00 AM","Mar 22, 2011 5:00 PM",Trongate 103,,Glasgow,G1 5HD,55.85722,-4.24648,Art
135480,DÈj‡ vu: Manfred Pernice,,Free,"Mar 22, 2011 10:30 AM","Mar 22, 2011 5:30 PM",DCA,152 Nethergate,Dundee,DD1 4DY,56.45731,-2.97474,"Art, sculpture, architecture"
136992,In the Heart of the Moroccan Medinas,,Free,"Mar 22, 2011 10:30 AM","Mar 22, 2011 6:00 PM",Make It Glasgow,3 Osborne Street,Glasgow,G1 5RB,55.855301,-4.24563,Art
138027,Jack Frame,,Free,"Mar 22, 2011 10:30 AM","Mar 22, 2011 5:30 PM",scotlandart.com,6 Burnfield Road ,Glasgow,G46 7QB,55.806541,-4.29499,Art
138331,Anni Albers: Design Pioneer,,Free,"Mar 22, 2011 10:30 AM","Mar 22, 2011 5:30 PM",Dovecot Studios,10 Infirmary Street,Edinburgh,EH1 1LT,55.94812,-3.18586,"Art, textiles, Design, applied art"
131298,Dead Calm: Jean-Marc Bustamante,,Free,"Mar 22, 2011 11:00 AM","Mar 22, 2011 6:00 PM",Fruitmarket Gallery,45 Market Street,Edinburgh,EH1 1DF,55.951305,-3.190002,"Art, sculpture, painting, architecture, Installation"
135841,White Knight,,Free,"Mar 22, 2011 11:00 AM","Mar 22, 2011 5:00 PM",Collective Gallery,22-28 Cockburn Street,Edinburgh,EH1 1NY,55.950516,-3.18993,"Art, architecture"
137985,From Image to Reality and Reality to Image,,Free,"Mar 22, 2011 11:00 AM","Mar 22, 2011 11:00 PM",Cafe Cossachok,10 King Street,Glasgow,G1 5QP,55.85651,-4.24664,Art
140959,Rearrange Your Face,,Free,"Mar 22, 2011 11:00 AM","Mar 22, 2011 5:00 PM",Sorcha Dallas,5 St Margaret's Place,Glasgow,G1 5JY,55.85471,-4.246462,Art
141968,Shelley Nadashi: Text Me Faster Dance Company,,Free,"Mar 22, 2011 11:00 AM","Mar 22, 2011 5:00 PM",Transmission Gallery,28 King Street,Glasgow,G1 5QP,55.856239,-4.246438,Art
135880,More Nudes In Colour,,Free,"Mar 22, 2011 12:00 PM","Mar 22, 2011 5:00 PM",Tramway,25 Albert Drive,Glasgow,G41 2PE,55.84145,-4.26734,"Art, Keith Farquhar, sculpture"
137545,Maximillion Zentz Zlomovitz,,Free,"Mar 22, 2011 12:00 PM","Mar 22, 2011 6:00 PM",Mary Mary,Suite 2/1 6 Dixon Street,Glasgow,G1 4AX,55.856285,-4.255613,"Art, experimental"
140893,Material Rites,,Free,"Mar 22, 2011 12:00 PM","Mar 22, 2011 8:00 PM",Inspace,Crichton Street,Edinburgh,EH8 9AB,55.94418,-3.18095,"Art, mixed media, Found, diverse"
140930,Black Lodge,,Free,"Mar 22, 2011 12:00 PM","Mar 22, 2011 6:00 PM",Recoat Gallery,323 North Woodside Road,Glasgow,G20 6ND,55.875546,-4.275674,Art
141028,Scape Place,,Free,"Mar 22, 2011 12:00 PM","Mar 22, 2011 5:00 PM",Patriothall Gallery,48 Hamilton Place,Edinburgh,EH3 5AY,55.958626,-3.206774,Art
138919,Say It Ain't Sew,,Free,"Mar 22, 2011 5:30 PM","Mar 22, 2011 8:00 PM",Hillhead Bookclub,17 Vinicombe Street,Glasgow,G12 8BQ,55.876968,-4.28979,"Events, craft, Fashion, Sewing, Cocktails, free entry, diy"
139345,A Day Overdue,Kids Can't Fly,£7,"Mar 22, 2011 6:30 PM","Mar 22, 2011 10:00 PM",Classic Grand,18 Jamaica Street,Glasgow,G1 4QD,55.857922,-4.25778,Music
139715,The Abyssinians,,£12,"Mar 22, 2011 7:00 PM","Mar 22, 2011 10:00 PM",O2 ABC,330 Sauchiehall Street,Glasgow,G2 3JA,55.865799,-4.263708,Music
139072,Albert Herring,,£18.50 (£14.50),"Mar 22, 2011 7:15 PM","Mar 22, 2011 9:15 PM",RSAMD,100 Renfrew Street,Glasgow,G2 3DB,55.866188,-4.257689,Theatre
136939,Leith Folk Club: Chloe Matharu,,£8,"Mar 22, 2011 7:30 PM","Mar 22, 2011 10:45 PM",The Village,16 South Fort Street Leith,Edinburgh,EH6 4DN,55.974442,-3.183649,music
139041,Hara-kiri,,£11 (£6.50),"Mar 22, 2011 7:30 PM","Mar 22, 2011 9:30 PM",Tramway,25 Albert Drive,Glasgow,G41 2PE,55.84145,-4.26734,"Theatre, New Territories"
139097,A Midsummer Night's Dream,,From £10,"Mar 22, 2011 7:30 PM","Mar 22, 2011 10:00 PM",Citizens Theatre,119 Gorbals Street,Glasgow,G5 9DS,55.850971,-4.252873,"Edinburgh Festival 2009, fringe, Theatre"
139318,Daniel O'Donnell,,From £29.50,"Mar 22, 2011 7:30 PM","Mar 22, 2011 10:00 PM",Usher Hall,Lothian Road,Edinburgh,EH1 2EA,55.947491,-3.205069,Music
139581,The Mikado,,From £12,"Mar 22, 2011 7:30 PM","Mar 22, 2011 10:00 PM",King's Theatre,"3, Leven Street",Edinburgh,EH3 9LQ,55.942089,-3.20326,"Theatre, opera"
140377,Micky Flanagan,MGICF,£17.50,"Mar 22, 2011 7:30 PM","Mar 22, 2011 9:30 PM",The King's Theatre,297 Bath Street,Glasgow,G2 4JN,55.86515,-4.268766,"Comedy, MGICF, Magners Glasgow International Comedy Festival"
140472,Tom Wrigglesworth: Nightmare Dream Wedding,MGICF,£10 (£8),"Mar 22, 2011 7:30 PM","Mar 22, 2011 9:30 PM",The Stand,333 Woodlands Road,Glasgow,G3 6NG,55.872601,-4.279067,"Comedy, MGICF, magners glasgow international comedy festival"
139056,Age Of Arousal,,£15 (£11),"Mar 22, 2011 7:45 PM","Mar 22, 2011 10:00 PM",Tron Theatre," 63 Trongate, ",Glasgow, G1 5HB,55.856899,-4.24526,"Theatre, stellar quines, female, erotic"
139480,Marilyn,,From £12.50,"Mar 22, 2011 7:45 PM","Mar 22, 2011 10:00 PM",Royal Lyceum Theatre,Grindlay Street,Edinburgh,EH3 9AX,55.947033,-3.204206,"Theatre, Marilyn Monroe, Simone Signoret"
137028,"We Happy Few (Mickey Anderson, Hitch Hanrahan, Adam Mitchell, Ben Verth, Who Is Jean?)",,£3,"Mar 22, 2011 8:00 PM","Mar 22, 2011 10:30 PM",The Banshee Labyrinth,29-35 Niddry Street,Edinburgh,EH1 1LG,55.948811,-3.18632,Comedy
139061,Gagarin Way,,£9 (£7),"Mar 22, 2011 8:00 PM","Mar 22, 2011 10:00 PM",Tron Theatre," 63 Trongate, ",Glasgow, G1 5HB,55.856899,-4.24526,"Edinburgh Festival 2009, fringe, Theatre"
139272,Ceilidh Club,Heeliegoleerie,£6,"Mar 22, 2011 8:00 PM","Mar 22, 2011 11:00 PM",Bongo Club,37 Holyrood Road,Edinburgh,EH8 8AQ,55.950005,-3.179537,"Events, Ceilidh"
139681,The Crookes,"The Angies, Sonic Templars",£5,"Mar 22, 2011 8:00 PM","Mar 22, 2011 11:00 PM",King Tut's,272a St Vincent Street,Glasgow,G2 5RL,55.862698,-4.265206,Music
140370,John Bishop,MGICF,£25,"Mar 22, 2011 8:00 PM","Mar 22, 2011 10:00 PM",SECC,Finnieston Quay,Glasgow,G3 8YW,55.860909,-4.288178,"Comedy, John Bishop"
140816,All The Young Nudes,,£4,"Mar 22, 2011 8:00 PM","Mar 22, 2011 10:00 PM",Flying Duck,142 Renfield Street,Glasgow,G2 3AU,55.865494,-4.254977,Art
138849,Open Mic,,Free,"Mar 22, 2011 8:30 PM","Mar 23, 2011 12:00 PM",Butterfly & Pig,153 Bath St,Glasgow,G2 4SQ,,,"open mic, Karaoke, Events"
139349,Finn Le Marinell,,Free,"Mar 22, 2011 8:30 PM","Mar 22, 2011 11:00 PM",Mono,"12 King's Court, 103 King Street",Glasgow,G1 5RB,55.855537,-4.246509,"Music, acoustic guitar"
139791,Andrew Lawrence: Too Ugly For Television,,£8 (£7),"Mar 22, 2011 8:30 PM","Mar 22, 2011 10:30 PM",The Stand,5 York Place,Edinburgh,EH1 3EB,55.955853,-3.191603,Comedy
140526,JayDee & Coke,MGICF,£5,"Mar 22, 2011 8:30 PM","Mar 22, 2011 10:30 PM",Brel,39-43 Ashton Lane,Glasgow,G12 8SG,55.88234,-4.300632,"Comedy, MGICF, Magners Glasgow International Comedy Festival"
140731,Pop-up Comedy Preview,MGICF,Free,"Mar 22, 2011 8:30 PM","Mar 22, 2011 10:30 PM",Halt Bar,160 Woodlands Road,Glasgow,G3 6LF,55.869804,-4.274728,"Comedy, MGICF, Magners Glasgow International Comedy Festival"
138971,The Glasgow Slow Club,,Free,"Mar 22, 2011 9:00 PM","Mar 23, 2011 1:00 AM",Bloc+,117 Bath Street,Glasgow,G2 2SZ,55.864017,-4.260037,"Music, free entry"
140473,Best of Red Raw,MGICF,£3 (£2),"Mar 22, 2011 9:30 PM","Mar 22, 2011 11:30 PM",The Stand,333 Woodlands Road,Glasgow,G3 6NG,55.872601,-4.279067,"Comedy, MGICF, magners glasgow international comedy festival"
140378,Doug Stanhope,MGICF,£19.50,"Mar 22, 2011 9:45 PM","Mar 22, 2011 11:45 PM",The King's Theatre,297 Bath Street,Glasgow,G2 4JN,55.86515,-4.268766,"Comedy, MGICF, Magners Glasgow International Comedy Festival"
138740,Antics,,Free,"Mar 22, 2011 10:00 PM","Mar 23, 2011 3:00 AM",The Hive,15-17 Niddry Street,Edinburgh,EH1 1LG,55.949123,-3.1868,Clubs
139221,Motion,,Free (£2 after 11),"Mar 22, 2011 10:30 PM","Mar 23, 2011 3:00 AM",The Liquid Room,9c Victoria Street,Edinburgh,EH1 2HE,55.948574,-3.193573,Clubs
138818,Killer Kitsch,,£4 (£3),"Mar 22, 2011 11:00 PM","Mar 23, 2011 3:00 AM",Buff Club,142 Bath Lane,Glasgow,G2 4RH,55.864002,-4.261795,Clubs
139177,Y'Uptae,,£5 (£3),"Mar 22, 2011 11:00 PM","Mar 23, 2011 3:00 AM",The Garage,490 Sauchiehall Street,Glasgow,G2 3LW,55.866367,-4.269032,Clubs
139178,Revolt,,£5 (£3),"Mar 22, 2011 11:00 PM","Mar 23, 2011 3:00 AM",The Garage,490 Sauchiehall Street,Glasgow,G2 3LW,55.866367,-4.269032,Clubs
139857,Soul Jam Hot,,Free,"Mar 22, 2011 11:00 PM","Mar 23, 2011 3:00 AM",Sneaky Pete's,73 Cowgate,Edinburgh,EH1 1JW,55.947979,-3.1925,Clubs
139982,Split,,Free,"Mar 22, 2011 11:00 PM","Mar 23, 2011 3:00 AM",Cabaret Voltaire,36-38 Blair Street,Edinburgh,EH1 1QR,55.949142,-3.187778,Clubs
140218,Tuesday Heartbreak,,£2 (£1),"Mar 22, 2011 11:00 PM","Mar 23, 2011 3:00 AM",The Jazz Bar,1 Chambers Street,Edinburgh,EH1 1HR,55.94838,-3.186905,Clubs
140877,I Am,,£tbc,"Mar 22, 2011 11:00 PM","Mar 23, 2011 3:00 AM",Sub Club,22 Jamaica Street,Glasgow,G1 4QD,,,Clubs
143135,Noizteez Legacy,,£3 (£5 after 12),"Mar 22, 2011 11:00 PM","Mar 23, 2011 3:00 AM",The Store,37 Guthrie Street,Edinburgh,EH1 1JG,55.948357,-3.188298,Clubs
134314,Roddy Martine: Scenes From A Life,,Free,"Mar 23, 2011 8:00 AM","Mar 23, 2011 9:00 PM",Henderson's Restaurant and Arts Venue,94 Hanover Street,Edinburgh,EH2 1DR,55.954521,-3.198273,Art
131249,Christine Borland: Cast From Nature,,Free,"Mar 23, 2011 9:00 AM","Mar 23, 2011 5:00 PM",Glasgow Sculpture Studio,145 Kelvinhaugh Street,Glasgow,G3 8PX,55.854946,-4.249767,"Art, sculpture, John Godsir"
136708,Rebel(le),,Free,"Mar 23, 2011 9:30 AM","Mar 23, 2011 6:30 PM",Institut Francais d'Ecosse, 13 Randolph Crescent,Edinburgh,EH3 7TT,,,Art
139373,Paul Noble: Tent,,Free,"Mar 23, 2011 9:30 AM","Mar 23, 2011 5:00 PM",Cooper Gallery,Crawford Building DJCAD 13 Perth Road,Dundee,DD1 4HT,56.457184,-2.982883,"Art, Nobson Newton"
131554,"Rosemarie Trockel: Drawings, Collages and Book Drafts",,Free,"Mar 23, 2011 10:00 AM","Mar 23, 2011 5:00 PM",Talbot Rice Gallery,University of Edinburgh South Bridge,Edinburgh,EH8 9YL,55.947735,-3.187366,Art
131073,Hertie Querty,,Free,"Mar 23, 2011 10:00 AM","Mar 23, 2011 5:00 PM",Gallery of Modern Art,Royal Exchange Square,Glasgow,G1 3AH,55.859848,-4.252527,"Art, contemporary art, Photography, video, Installation"
135625,French Drawings,,Free,"Mar 23, 2011 10:00 AM","Mar 23, 2011 5:00 PM",National Gallery of Scotland,The Mound,Edinburgh,EH2 2EL,55.95187,-3.196429,Art
135704,Artist Rooms: August Sander,,Free,"Mar 23, 2011 10:00 AM","Mar 23, 2011 5:00 PM",Dean Gallery,73 Belford Road,Edinburgh,EH4 3DS,55.95187,-3.224196,"Art, 20th Century images, Photography, German"
135907,Tony Swain,,Free,"Mar 23, 2011 10:00 AM","Mar 23, 2011 5:00 PM",The Modern Institute,14-20 Osborne Street,Glasgow,G1 5QN,55.855991,-4.24526,Art
136634,"Claude Cahun, Sue Tompkins",,Free,"Mar 23, 2011 10:00 AM","Mar 23, 2011 5:30 PM",Inverleith House,Inverleith Row,Edinburgh,EH3 5LR,55.96508,-3.21015,"Art, Photography"
136920,Craig Murray-Orr,,Free,"Mar 23, 2011 10:00 AM","Mar 23, 2011 6:00 PM",Ingleby Gallery,15 Calton Road,Edinburgh,EH8 8DL,55.953159,-3.18647,"Art, painting, Landscape, sculpture"
